,title,area,numberOfRooms,price,town,district
5733,DAĞISTAN EMLAK'TAN 2 ODA 1 SALON 90 M2,90,2+1,7.500,Akdeniz,Akşemsettin Mh.
5734,SERAP GAYRİMENKUL FATİH KIZTAŞI EŞYALI KİRALIK 2+1 DAİRE,90,2+1,12.000,Akdeniz,İskenderpaşa Mh.
5735,HORHOR CADDESİN'DE KİRALIK 4+1,150,4+1,9.500,Akdeniz,İskenderpaşa Mh.
5736,1+1 masrafsız komple yenilenmiş,60,1+1,6.750,Yedikule,
5737,Edirnekapi Kiralık Daire,100,1+1,5.000,Fener,Ayvansaray Mah.
5738,HALİÇ VE BOĞAZ MANZARALI 3 ODALI 3 BANYOLU EŞYALI KİRALIK DARE,95,3+0,11.000,Vefa,Demirtaş Mh.
5739,FATİH HASEKİ SULTAN MH. DE 3+1 FUL EŞYALI KİRALIK DAİRE,145,3+1,15.000,Haseki,Haseki Sultan Mah.
5740,SAHİBİNDEN 2+1 FULL EŞYALI KİRALIK DAİRE,111,2+1,10.000,Akdeniz,İskenderpaşa Mh.
5741,MERKEZDE EŞYALI ASANSÖRLÜ BÜYÜK 3 ODA 1 SALON KIRALIK DAIRE,140,3+1,15.000,Akdeniz,Akşemsettin Mh.
5742,Vatan Caddesi Topkapı Mahallesinde 3+1 Kiralık Daire,145,3+1,12.000,Aksaray,Topkapı Mh.
5743,MUALLİM NACİ OKULUNA YAKIN 95M2 ARAKAT KİRALIK TEMİZ DAİRE,100,2+1,6.200,Fener,Ayvansaray Mah.
5744,FATİH VATAN CADDESİ KİRALIK 2+1 YENİ DAİRE FULL YAPILI,85,2+1,10.000,Akdeniz,Akşemsettin Mh.
5745,SAFİR GAYRİMENKUL FULL LÜKS 3+1 EŞYALI DAIRE,140,3+1,19.000,Aksaray,Molla Gürani Mh.
5746,KİRALIK 3+1 İÇİ YENİLENMİŞ DAİRE DOĞALGAZLI YABANCILARA UYGUN,100,3+1,8.500,Kumkapı,Nişanca Mh.
5747,ŞANLI EMLAK'TAN AKŞEMSETTİN CADDESİNDE BAKIMLI KİRALIK DAİRE,105,3+1,10.000,Akdeniz,Akşemsettin Mh.
5748,REMAX PRO SİNAN'DAN FATİH CERRAHPAŞADA 3+1 135m2 KİRALIK DAİRE,145,3+1,11.000,Fatih,Cerrahpaşa Mh.
5749,Kiralık Full Eşyalı Daire Otoparklı 3+1 Açıklamayı Okuyunuz.,140,3+1,12.500,Kocamustafapaşa,Koca Mustafapaşa Mh.
5750,Kiralık Full Eşyalı Daire Otoparklı 3+1 Açıklamayı Okuyunuz.,140,3+1,12.500,Kocamustafapaşa,Koca Mustafapaşa Mh.
5751,ZENGİN EMLAKTAN KİRALIK EMSALSİZ LÜX DAİRE,70,1+1,12.000,Kocamustafapaşa,Koca Mustafapaşa Mh.
5752,EVSEN İNŞAAT'TAN07 SEYYİD ÖMER'DE 11 YILLIK TERASLI 3+1 DUBLEKS,125,3+1,13.000,Kocamustafapaşa,Seyyid Ömer Mh.
5753,ÖZDEMİR EMLAK'TAN 3+1 80M² TEMİZ EŞYALI DENİZ MANZARALI KİRALIK,80,3+1,7.000,Kocamustafapaşa,Koca Mustafapaşa Mh.
5754,Fatih'te Merkezi Lokasyonda 3+1 Kiralık Daire,120,3+1,8.250,Akdeniz,İskenderpaşa Mh.
5755,Bezmialem çapa metro tramvay merkezi konum kiralık 1+1 daire,55,1+1,6.000,Aksaray,Topkapı Mh.
5756,ALTIN EMLAKTAN KİRALIK EŞYALI DAİRE,100,2+1,16.000,Fevzipaşa,Ali Kuşçu Mh.
5757,FATİH HIRKAi ŞERİF DE KIRALIK DAİRE,90,2+1,6.500,Fevzipaşa,Hırka-i Şerif Mh.
5758,CERRAHPAŞA HASTANEYE 7 DK MERKEZDE 1+1 FULL EŞYALI,85,1+1,7.250,Fatih,Cerrahpaşa Mh.
5759,kiralik daire,90,2+1,10.000,Kocamustafapaşa,Seyyid Ömer Mh.
5760,Öğrencilere stüdyo full eşyalı kiralık daire (internet bedava),20,1+0,4.000,Kocamustafapaşa,Koca Mustafapaşa Mh.
5761,ÇAPA MİLLET CADDESİ ÜZERİNDE 6. KATTA 3+1 KİRALIK DAİRE,120,3+1,8.000,Şehremini,Şehremini Mh.
5762,2+1 Eşyalı Historia Avm ye 1 dakika,90,2+1,14.000,Aksaray,Molla Gürani Mh.
5763,ATLAS'TAN 3+1 FULL EŞYALI ÖĞRENCİYE AİLEYE UYGUN DAİRE,135,3+1,12.500,Kocamustafapaşa,Seyyid Ömer Mh.
5764,Fatih Vefa da bayanlara kiralık Paylaşımlı oda,30,3+0,3.000,Vefa,Molla Hüsrev Mh.
5765,ÇAPA EŞYALI KİRALIK DAİRE,80,2+1,9.500,Aksaray,Topkapı Mh.
5766,ŞEHREMİNİ ÇOCUK PARKINA 4 CÜ BİNA KİRALIK 2+1 YAPILI DAİRE,80,2+1,8.000,Şehremini,Şehremini Mh.
5767,DÜNYA EMLAKTAN BALİPAŞA CAMİNİN YANINDA KİRALIK 1+1 DAİRE,75,1+1,8.000,Akdeniz,Akşemsettin Mh.
5768,Kiralık eşyalı daire,85,2+1,9.500,Fevzipaşa,Zeyrek Mah.
5769,▂▃▄▅▆▇█▓▒░ ÜNALLAR ░▒▓█▇▆▅▄▃▂DAN MANZARALI DAİRE,130,3+1,10.000,Fevzipaşa,Ali Kuşçu Mh.
5770,İstanbul Fatihte İçi yeni yapılı çok temiz daire,75,1+1,10.000,Akdeniz,Akşemsettin Mh.
5771,HASEKİ'DE EŞYALI BAHÇELİ ANKASTRELİ YENİ TADİLATLI GENİŞ 1+1,70,1+1,9.000,Aksaray,Molla Gürani Mh.
5772,ÇAPA ŞEHREMİNİ'DE KİRALIK DAİRE,100,3+0,6.500,Şehremini,Şehremini Mh.
5773,FATİH AKDENİZ CADDESİ YANINDA KİRALIK 3+1,120,3+1,10.000,Akdeniz,Akşemsettin Mh.
5774,DENİZ MANZARALI 2+1 60 m2 EŞYALI KİRALIK DAİRE,70,2+1,7.500,Kocamustafapaşa,Koca Mustafapaşa Mh.
5775,Fatih Şehremini'de 2+1 Balkonlu Yüksek Giriş Kiralık Daire,85,2+1,7.000,Şehremini,Şehremini Mh.
5776,ÇAPA DA 3+1 EŞYALI BAKIMLI DAİRE (Açıklamaları okuyunuz),110,3+1,10.000,Aksaray,Topkapı Mh.
5777,KIZTASINDA FULL ESYALI 2 KATLI SIZE OZEL MANZARQLI TERASI VARDIR,160,3+1,19.000,Akdeniz,Akşemsettin Mh.
5778,KA-DEL EMLAKTAN YABANCIYA UYGUN KİRALIK EŞYALI 2+1 DAİRE,90,2+1,9.000,Aksaray,Topkapı Mh.
5779,FATİH HIRKAİŞERİF TE MOBİLYALI DAİRE,70,2+1,9.000,Fevzipaşa,Hırka-i Şerif Mh.
5780,KOCAMUSTAFAPAŞA ALI FAKİHTE 80M 2+1 KİRALIK DAİRE,90,2+1,5.500,Kocamustafapaşa,Koca Mustafapaşa Mh.
5781,Kocamustafapaşa caddesinde kiralık daire,115,2+1,8.000,Kocamustafapaşa,Koca Mustafapaşa Mh.
5782,DENİZ GOREN 2+1 arakat tadilatli masrafsiz daire,80,2+1,7.250,Yedikule,
5783,"Depozito,komisyon YOK. MERKEZI konum",30,1+0,4.500,Haseki,Aksaray Mah.
5784,FATİH KOCA MUSTAFA PAŞA SİLİVRİKAPI'DA EŞYALI DAİRE,80,2+1,8.000,Kocamustafapaşa,Silivrikapı Mh.
5785,FATİH ŞEHREMİNİ DE KİRALIK 2+1 ARA KATTA FUL EŞYALI DAİRE,90,2+1,9.000,Şehremini,Şehremini Mh.
5786,SAFİR GAYRİMENKUL 3+1 YENİ DAİRE ASANSÖRLÜ,120,3+1,12.000,Akdeniz,İskenderpaşa Mh.
5787,Bezmialem çapa metro tramvay eşyalı kiralık 2+1 daire,100,2+1,10.500,Aksaray,Topkapı Mh.
5788,KARAGÜMRÜK DERVİŞ ALİ MAHLESİNDE KARYE MÜZESİNİN YAKİNİNDA 1+1,50,1+1,7.000,Fener,Derviş Ali Mh.
5789,ALKA İNŞAAT EMLAK'TAN YEDİKULE'DE SIFIR EŞYALI 1+1 KİRALIK DAİRE,70,1+1,7.750,Yedikule,
5790,BAŞVEKİL EMLAKTAN ODABAŞINDA 2+1 1.KAT BAYAN ÖĞRENCİ YADA MEMURA,80,2+1,4.500,Şehremini,Şehremini Mh.
5791,M.A.Y GROUP'TAN MOLLA GÜRANİ'DE FUUL EŞYALI 3+1 DAİRE,140,3+1,22.000,Aksaray,Molla Gürani Mh.
5792,AYVANSARAYDA FULL EŞYALI TÜM FATURALAR DAHİL 1+0 DAİRE,40,1+1,7.000,Fener,Ayvansaray Mah.
5793,FATİH CAMİİ'ne KOMŞU MERKEZİ KONUMDA 2+1 FULL EŞYALI,120,2+1,12.500,Fevzipaşa,Zeyrek Mah.
5794,DENİZ MANZARALI KİRALİK LÜKS DAİRE,65,1+1,15.000,Fatih,Cerrahpaşa Mh.
5795,Kardeş'ten Fatihte Kadir has'a yakın Eşyalı 2+1 Kiralık Daire,100,2+1,8.500,Küçükmustafapaşa,Cibali Mah.
5796,Kocamustafapaşada kiralık kombili boyalı temiz kiralık daire,70,2+1,5.750,Kocamustafapaşa,Koca Mustafapaşa Mh.
5797,TURYAP TAN CERRAHPAŞA MAH KİRALIK DAİRE,130,2+1,7.500,Fatih,Cerrahpaşa Mh.
5798,BAŞVEKİL EMLAKTAN SARAY MEYDANINDA 2+1FULL YAPILI EŞYALI Y.GİRİŞ,90,2+1,14.000,Şehremini,Şehremini Mh.
5799,"DRaBekarPolis,Devlet­MemuraSaglikçiya,Max 2 ÖgrenciAILE APT",100,1+1,4.500,Küçükmustafapaşa,Yavuz Sultan Selim Mah.
5800,"Deniz Manzaralı, Kamu Çalışanı, Açıklamayı Okuyunuz.",110,2+1,6.000,Kocamustafapaşa,Koca Mustafapaşa Mh.
5801,Laleli nişanca Kiralık 1+1 FulEsyali Daire Yabancıya BekaraUygun,50,1+1,6.150,Kumkapı,Nişanca Mh.
5802,Ecem emlaktan öğrenciye 80 m2 kombili,85,2+1,5.000,Kocamustafapaşa,Silivrikapı Mh.
5803,ÇAPA MİLLET CADDESİNDE 4.ARA KAT 3+1 KİRALIK DAİRE,120,3+1,10.000,Şehremini,Şehremini Mh.
5804,EVSEN İNŞAAT'TAN 13 SİLİVRİKAPI CAD. 2+1 85M2 3.SON KAT BALKONLU,85,2+1,6.500,Kocamustafapaşa,Silivrikapı Mh.
5805,FULL EŞYALI 2+1 BAHÇE KATI DAİRE,100,2+1,9.250,Aksaray,Molla Gürani Mh.
5806,DÜNYA GAYRİMENKULDEN AKŞEMSETTİNDE 2+1 KİRALIK DAİRE,95,2+1,8.000,Akdeniz,Akşemsettin Mh.
5807,DEPOZİTO ALINDI,85,2+1,6.500,Fener,Ayvansaray Mah.
5808,Fatih 2+1 öğrenciye daire,65,2+1,6.000,Küçükmustafapaşa,Cibali Mah.
5809,1+0 MEMUR A TEK KİŞİLİK DAİRE,50,1+0,3.500,Fevzipaşa,Hırka-i Şerif Mh.
5810,KOCAMUSTAFAPAŞA SAMATYA'DA DENİZ MANZARALI KİRALIK 1+1 DAİRE,90,1+1,7.500,Kocamustafapaşa,Koca Mustafapaşa Mh.
5811,BAYAN ÖĞRENCİYE KİRALIK DAİRE,100,2+1,10.000,Kocamustafapaşa,Seyyid Ömer Mh.
5812,SAHİBİNDEN Memur ya da Öğrenciye,70,1.5+1,6.500,Kocamustafapaşa,Sümbül Efendi Mh.
5813,ATA İNŞAAT'TAN YAYLA CD 1.KAT 1+1 55M2 KOMBİLİ FULL EŞYALI,60,1+1,6.500,Şehremini,Şehremini Mh.
5814,PAŞAMDAN KOCAMUSTAFAPAŞA CD. ÜZERİNDE KİRALIK DAİRE,100,2+1,8.000,Kocamustafapaşa,Koca Mustafapaşa Mh.
5815,VATAN CADDESİNE YAKIN HISTORIA ARKASINDA SIFIR BİNADA 3+1 DAİRE,100,3+1,18.000,Akdeniz,İskenderpaşa Mh.
5816,merkezde //içi sıfır yapılmış //metronun yanında //Bahçeli daire,125,2.5+1,10.000,Fevzipaşa,Hırka-i Şerif Mh.
5817,ŞEHREMİNİ ÇAPA EŞYALI 1+1,70,1+1,6.000,Şehremini,Şehremini Mh.
5818,Çapa Tıp fakültesi karşısında kiralık 2+1 120m2 daire,130,2+1,12.000,Şehremini,Şehremini Mh.
5819,AYVANSARAYDA 1+1 FULLEŞYALI DAİRE,45,1+0,5.000,Fener,Ayvansaray Mah.
5820,HALİÇ EMLAK'TAN İÇİ YAPILI ARAKAT 2+1,85,2+1,9.000,Aksaray,Topkapı Mh.
5821,M.A.Y GROUP'TAN FATİH'TE FULL EŞYALI ASANSÖRLÜ 160 m2 DAİRE,175,3+1,15.000,Fatih,Karagümrük Mh.
5822,Yeni binada eşyalı daire(yabancıya uygun),85,2+1,12.000,Kocamustafapaşa,Seyyid Ömer Mh.
5823,FATİH HALICILAR CADDESİNDE EŞYALI KİRALIK 3+1 ARAKAT DAİRE,145,3+1,10.000,Akdeniz,Akşemsettin Mh.
5824,Fındıkzade cevdet paşa caddesi üzerinde 1 kat 2+1 daire,95,2+1,10.000,Kocamustafapaşa,Seyyid Ömer Mh.
5825,Fatih Aksaray Mahallesi Sahibinden Kiralık Daire,65,1+1,15.500,Haseki,Aksaray Mah.
5826,AYVANSARAYDA FULL EŞYALI TÜM FATURALAR DAHİL STÜDYO DAİRELER,35,1+0,6.500,Fener,Ayvansaray Mah.
5827,Kadın ev arkadaşı Home mate,95,1+1,3.500,Fener,Balat Mah.
5828,CERRAHPAŞA DA KİRALIK 1+0 STÜDYO DAİRE 6500 TL,35,1+0,6.500,Fatih,Cerrahpaşa Mh.
5829,KİRALIK ARAKAT FULL EŞYALI 2+1 DAİRE LOKASYON ÇAPA,95,2+1,12.500,Şehremini,Şehremini Mh.
5830,VİZYON`dan FULL EŞYALI KİRALIK ARAKAT 2+1 DAİRE,100,2+1,12.000,Aksaray,Molla Gürani Mh.
5831,ŞEHREMİNİ MAH. MUHTEŞEM LOKASYONDA,80,2+1,8.250,Şehremini,Şehremini Mh.
5832,ACİL KİRALK DAİRE,1.603,3.5+1,14.499,Aksaray,Molla Gürani Mh.
5833,Bayan ev arkadası aranıyor acıklamayı okumadan aramayınız,100,1+1,3.000,Haseki,Haseki Sultan Mah.
5834,KUMKAPIDA Saraç issak mah. 3+1 KİRALIK DAİRE,110,3+1,7.250,Kumkapı,Nişanca Mh.
5835,Isı yalıtımlı 1.kat Arka bahçe konumlu sessiz sakin,70,2+1,8.500,Kocamustafapaşa,Silivrikapı Mh.
5836,Fatih Laleli Kiralık Daire 2+1 (Sadece Emlakçılar Arasın),100,2+1,10.000,Vefa,Kemal Paşa Mh.
5837,BALİPAŞA CADDE ÜZERİ LÜX KÖŞE BİNA 2+1 ARA KAT DAİRE,100,2+1,9.800,Akdeniz,Akşemsettin Mh.
5838,ÇAPA VE VAKIF GUREBAYA YÜRÜME MESAFESİ TERTEMİZ,70,1+1,6.000,Aksaray,Topkapı Mh.
5839,FATİH BALAT MERKEZ`DE TEMİZ STUDİO,40,1+0,4.000,Fener,Balat Mah.
5840,Şehremini'de yeni binada kiralık 2+1 daire,85,2+1,10.000,Şehremini,Şehremini Mh.
5841,Sahibinden Tercihen Öğrenciye Kiralık,180,2+1,10.000,Fevzipaşa,Hırka-i Şerif Mh.
5842,sahibi menkul,100,2+1,8.000,Fatih,Karagümrük Mh.
5843,Fatih İskenderpaşa ferah daire,64,1+1,7.000,Akdeniz,İskenderpaşa Mh.
5844,Kiralık oda Tıp fakültesi kız öğrencisine,120,2+1,5.500,Kocamustafapaşa,Seyyid Ömer Mh.
5845,شقة مفروشة جديدة في فندق زادة FINDIKZADEDE EŞYALI KİRALIK DAİRE,160,4+1,30.000,Haseki,Haseki Sultan Mah.
5846,BAYAN ÖĞRENCİYE FATURALAR DAHİL Çapa Hast. Yanında EŞYALI. 1+1,69,1+1,6.000,Aksaray,Topkapı Mh.
5847,FINDIKZADE ile CERRAHPAŞA ARASINDA KİRALIK DAİRE,100,2+1,8.000,Haseki,Haseki Sultan Mah.
5848,BAYAN YANINA BAYAN KISMI ÖNEMLİ !!! LÜTFEN ERKEKLER ARAMASIN,80,3+1,3.500,Fener,Atikali Mah.
5849,FATİH ATİKALİ CEMALİ SOKAK 3+1 ŞEHİR MANZARALI DUBLEX,140,3+1,13.000,Fener,Atikali Mah.
5850,Kiralık eşyalı,75,1+1,20.000,Fener,Balat Mah.
5851,FATİH RİŞVAN BLOKLARI 3.ARA KAT 130 M² 3+1 OTOPARKLI,130,3+1,12.500,Aksaray,Topkapı Mh.
5852,FATİH RİŞVAN BLOKLARI 3.KAT 130 M² 3+1 OTOPARKLI,130,3+1,12.500,Aksaray,Topkapı Mh.
5853,"Paylaşımlı kiralık ev. Historya avm ,Metro ve tramvaya 3 dk yol",250,3+1,3.500,Akdeniz,Akşemsettin Mh.
5854,ÇINAR EMLAK'TAN MERKEZDE TEMIZ KOMBILI ÖGRENCIYE 3+1 KIRALIK,140,3+1,10.000,Şehremini,Şehremini Mh.
5855,Fatih Mollagürani Mahallesi Çapa Merkez 1+1 Salon Kiralık Daire,75,1+1,8.000,Aksaray,Molla Gürani Mh.
5856,JOYS YAPI DAN KARAGÜMRÜK TE 1+1 EŞYALI KİRALIK DAİRE,70,1+1,6.000,Fatih,Karagümrük Mh.
5857,BAŞVEKİL EMLAKTAN ŞEHREMİNİDE FULL YAPILI-EŞYALI GİRİŞKAT,85,2+1,8.500,Şehremini,Şehremini Mh.
5858,FATIH MÜKEMMEL KONUMDA FUL ESYALI 3+1 Daıre,85,3+1,9.750,Akdeniz,İskenderpaşa Mh.
5859,FATIH FUL ESYALI 3+1 Daıre,85,1+0,9.750,Haseki,Aksaray Mah.
5860,شقة 1+1 للإيجار في منطقة الفاتح/ Квартира 1+1 в аренду в FATİH,55,1+1,9.000,Fener,Ayvansaray Mah.
5861,ZERO FURNISHED 3+1 FLATS FOR RENT IN FATİH,109,3+1,15.000,Fatih,Karagümrük Mh.
5862,Квартира 2+1 в аренду в FATİH,75,2+1,12.000,Fener,Ayvansaray Mah.
5863,Fatih Şehremini Mahallesi 1+1 Salon Full Yapılı Kiralık Daire,70,1+1,7.000,Şehremini,Şehremini Mh.
5864,FINDIKZADE'DE KIZIL ELMA CADDESİ GİRİŞİNDE KİRALIK DAİRE,155,3+1,12.000,Şehremini,Şehremini Mh.
5865,Full Eşyalı 1+1 kiralık daire - FATİH,55,1+1,9.500,Fener,Ayvansaray Mah.
5866,SULTANAHMETTE SAHİBİNDEN KİRALIK KIŞ BAHÇELİ EŞYALI SIFIR DAİRE,80,2+1,17.000,Sultanahmet,Küçük Ayasofya Mh.
5867,Viaport Venezia'da 1+1 Eşyalı Oturuma Hazır Her Şey Dahil Fiyat,65,1+1,19.000,Küçükköy,Karadeniz Mah.
5868,VİAPORT VENEZİA DA EŞYALI HERŞEY DAHIL KİRALIK 2+1 BAHÇE DUBLEX,160,2+1,28.000,Küçükköy,Karadeniz Mah.
5869,DEV GAYRİMENKUL MERKEZ MAH. 3+1 4.KAT KİRALIK DAİRE,130,3+1,8.500,Gaziosmanpaşa,Merkez Mah.
5870,SAHİBİNDEN KİRALIK,110,2+1,7.800,Gaziosmanpaşa,Merkez Mah.
5871,kiralık daire 2+1 ön cephe balkonlu kat 3,95,2+1,5.500,Küçükköy,Barbaros Hayrettinpaşa Mh.
5872,2+1 BAKIMLI DAİRE,105,2+1,7.000,Küçükköy,Şemsipaşa Mh.
5873,SARI EMLAK TAN GAZİOSMANPAŞA MERKEZ 10 DK MESAFEDE KIRALIK DAİRE,80,2+1,6.000,Gaziosmanpaşa,Sarıgöl Mh.
5874,GAZİOSMANPAŞA MEVLANA EVTAŞ BLK.KİRALIK 2+1 GİRİŞ DAİRE,85,2+1,5.500,Fevziçakmak,Mevlana Mah.
5875,G.O.PADADA KİRALIK DAİRE. (( DUBLEKS ))),180,4+2,8.000,Gaziosmanpaşa,Merkez Mah.
5876,╣GOPED╠ SARIGÖL MAH. YAYLA SOKAK'TA KİRALIK 80m2 DAİRE 2+1,89,2+1,6.000,Gaziosmanpaşa,Sarıgöl Mh.
5877,HİLL GAYRİMENKUL'DEN PAZARİÇİNDE GENİŞ KİRALIKK DAİREE,110,2+1,7.000,Yıldıztabya,Pazariçi Mh.
5878,pashacity kiralık 2+1,120,2+1,11.000,Gaziosmanpaşa,Merkez Mah.
5879,KONAKLARDAN TEM AVRASYA KONUTLARINDA 'GÜNCEL' İYİ KONUM 3+1,141,3+1,15.500,Fevziçakmak,Karayolları Mh.
5880,Gaziosmanpaşa Bağlarbaşı Mahallesi Keçesuyu Cad kiralık Daire,120,3+1,6.000,Gaziosmanpaşa,Bağlarbaşı Mh.
5881,venezia viaport residence 1+1 85m2 özel dekorasyon full eşyalı,85,1+1,11.000,Küçükköy,Karadeniz Mah.
5882,YENİ MAHALLEDE MERKEZİ KONUMDA 3+1 KİRALİK DAİRE,140,3+1,6.200,Küçükköy,Yeni Mahalle Mh.
5883,Avrupa Konutları Tem Sitesinde 1+1 Kiralık Daire,64,1+1,12.000,Fevziçakmak,Karayolları Mh.
5884,BİRLİK'TEN ELMABEHÇE'DE GENİŞ FERAH 2+1 KİRALIK DAİRE,120,2+1,8.000,Fevziçakmak,Karayolları Mh.
5885,KAPTANIM^DAN YENİ MH DE EŞYALI KİRALIK DAİRE,80,2+1,7.000,Küçükköy,Yeni Mahalle Mh.
5886,VENEZİA YÜKSEK KAT HARİKA MANZARA 76m2 KİRALIK 1+1 DAİRE,76,1+1,9.000,Küçükköy,Karadeniz Mah.
5887,GOP MEYDANDA TADİLATLI 2+1 KİRALIK DAİRE,85,2+1,6.000,Gaziosmanpaşa,Merkez Mah.
5888,Bereç Tramvaya Yakın Sanayi Sokakta 70m2 1+1 Kiralık Daire,75,1+1,5.500,Gaziosmanpaşa,Merkez Mah.
5889,Merkez Mahallesi Havuzbaşı 3+1 Kiralık 130 M2 Daire,140,3+1,8.500,Gaziosmanpaşa,Merkez Mah.
5890,DİKKAT SADECE 2 AYLIK KİRALİK sonra bina yıkılacak 3+1,135,3+1,4.000,Küçükköy,Yeni Mahalle Mh.
5891,sahibinden 2+1kiralik daire (emlakçılar aramasın),85,2+1,6.000,Yıldıztabya,Yıldıztabya Mh.
5892,KIRALIK DAIRE KOMBILI,95,2+1,6.000,Küçükköy,Yeni Mahalle Mh.
5893,KALİTEYİ BİZİMLE KEŞFEDİN FUZUL TEM AVRASYA KİRALIK 2+1 C TİP,90,2+1,10.000,Fevziçakmak,Karayolları Mh.
5894,MASTER PROJE GAYRİMENKULDEN PEYZAJ MANZARALI DAİRE,120,3+1,11.000,Gaziosmanpaşa,Sarıgöl Mh.
5895,HALİÇ PANORAMA SİTESİNDE 2+1 2.KAT AMERİKAN MUTFAK KİRALIK DAİRE,114,2+1,12.000,Gaziosmanpaşa,Sarıgöl Mh.
5896,VIAPORT AVMYE YAKIN 4.5+1 300 m2 ASANSÖRLÜ 2.KAT DAİRE,300,4.5+1,16.000,Küçükköy,Karadeniz Mah.
5897,Gaziosmanpaşa Sarıgöl Konutları 2.Etapda Kiralık 2+1 Daire,108,2+1,8.000,Gaziosmanpaşa,Sarıgöl Mh.
5898,Kiralık Daire 3+1,110,3+1,6.000,Küçükköy,Şemsipaşa Mh.
5899,"Sahibinden Essenora Sitesi'nde, 2+1, Yüksek kat",86,2+1,10.000,Fevziçakmak,Fevzi Çakmak Mh.
5900,RemaxPRO DAN YILDIZPARK MODERN A1 BLOK 4.KAT EŞYALI KİRALIK 3+1,150,3+1,14.000,Yıldıztabya,Yıldıztabya Mh.
5901,Küçükköy Merkeze Yakın 2+1 Kiralık Lüks Daire,80,2+1,7.200,Küçükköy,Yeni Mahalle Mh.
5902,AVRUPA KONUTLARI TEM DE KİRALIK BÜYÜK Tİ 4+1 168M2 TEMİZ BAKIMLI,168,4+1,25.000,Fevziçakmak,Karayolları Mh.
5903,İRTİBATDAN BAĞLARBAŞINDA EŞYALI 2+1 KİRALIK DAIRE,90,2+1,8.000,Gaziosmanpaşa,Bağlarbaşı Mh.
5904,GAZİOSMANPAŞA ŞEMSİPAŞA TRAMVAY KARŞISI ASANSÖRLÜ SIFIR DUBLEX,180,3+2,14.000,Küçükköy,Şemsipaşa Mh.
5905,SAHİBİNDEN KİRALIK 3+1 125 M2 DAİRE ÖĞRETMENE MEMURA,130,3+1,6.500,Küçükköy,Karadeniz Mah.
5906,Aile apartmanı,132,3+1,8.000,Gaziosmanpaşa,Bağlarbaşı Mh.
5907,AVRUPA KONUTLARI TEM'DE 1+1 KİRALIK,78,1+1,11.500,Fevziçakmak,Karayolları Mh.
5908,ŞEREF EMLAK GAZİOSMANPAŞA PAZARİÇİ KİRALIK DAİRE,90,2+1,7.000,Yıldıztabya,Pazariçi Mh.
5909,MEMUR VEYA KURUMSAL ÇALIŞANA KÜÇÜKKÖY MERKEZ'DE,95,2+1,5.500,Fevziçakmak,Fevzi Çakmak Mh.
5910,KİRALIK GÖÇMENLER PAZAR SOK.3+1YÜKSEK GİRİŞ BALKONLU SIFIR DAİRE,125,3+1,8.000,Yıldıztabya,Karlıtepe Mh.
5911,Plevne Konutları Kiralık 3+1 135M2 Geniş Teras Alanlı,135,3+1,15.000,Fevziçakmak,Mevlana Mah.
5912,TEM AVRUPA KONUTLARINDA HAVUZ CEPHELİ EMSALSİZ DAİRE,114,2+1,16.000,Fevziçakmak,Karayolları Mh.
5913,SAHİBİNDEN EŞYALI TEMİZ 2+1,115,2+1,9.250,Yıldıztabya,Yenidoğan Mh.
5914,GMC'DEN SEÇKİNLER KEÇESUYU EVLERİNDE KİRALIK 2+1 DAİRE,90,2+1,9.000,Gaziosmanpaşa,Bağlarbaşı Mh.
5915,KILIÇSOY'dan SALI PAZARINA YAKIN 1+1 BALKONLU YÜKSEK GİRİŞ DAİRE,70,1+1,5.100,Küçükköy,Yeni Mahalle Mh.
5916,Dükkan ruhsatlı Home ofis tarzı ev,100,2+1,10.000,Küçükköy,Barbaros Hayrettinpaşa Mh.
5917,Dükkan ruhsatlı Home ofis tarzı ev,100,2+1,10.000,Küçükköy,Barbaros Hayrettinpaşa Mh.
5918,╣GOPED╠ AHES MİSAL İSTANBULDA 128m2 KİRALIK 3+1 DAİRE 4.KAT,128,3+1,10.500,Gaziosmanpaşa,Sarıgöl Mh.
5919,Sahibinden 3+1 Esyali GOP Meydanda,135,3+1,11.000,Gaziosmanpaşa,Bağlarbaşı Mh.
5920,KARLITEPE MAH.MEMURA KIRALIK 2+1,85,2+1,5.000,Yıldıztabya,Karlıtepe Mh.
5921,KÜÇÜKKÖY SERENİTY EVLERİ KİRALIIK 3+1 BAHÇEKATI DAİRE,110,3+1,11.000,Fevziçakmak,Fevzi Çakmak Mh.
5922,Gop Merkezde kiralık daire,105,2+1,8.000,Gaziosmanpaşa,Sarıgöl Mh.
5923,YILDIZTABYA ORTANCALI SOK DA 2+1 85m2 BALKONLU Y GİRİŞ KİRALIK,86,2+1,7.000,Yıldıztabya,Yıldıztabya Mh.
5924,TURYAP'TAN GO.PAŞA KÜÇÜKKÖY'DE 2+1 KİRALIK DAİRE,120,2+1,6.700,Fevziçakmak,Fevzi Çakmak Mh.
5925,TAŞKIRANLAR'Dan Tramway Mevkiinde Kamu Personeline Kiralık Daire,95,2+1,6.000,Küçükköy,Karadeniz Mah.
5926,VENEZİA MEGA 3+1 YÜKSEK KAT KİRALIK DAİRE,180,3+1,25.000,Küçükköy,Karadeniz Mah.
5927,Caddeye 3.Paralel ulaşıma yakın merkezi konumda 3+1 bahçekatı,120,3+1,6.000,Gaziosmanpaşa,Merkez Mah.
